node_id,x3_m,y3_m,x1_m,y1_m,ok,reason_code,reason_label,disc,root1,root2,chosen_root,checks
0,0,0,0.0015,0,1,0,ok,1,0,nan,0,""
1,0.0006266666666666666,0,0.002126666666666666,0,1,0,ok,1,5.726155482769233e-05,nan,5.726155482769233e-05,""
2,0.0006224293708516176,7.275155951847761e-05,0.002122429370851618,7.275155951847761e-05,1,0,ok,1,5.694127547659295e-05,nan,5.694127547659295e-05,""
3,0.0006097747855633562,0.0001445192789985958,0.002109774785563356,0.0001445192789985958,1,0,ok,1,5.59847686520832e-05,nan,5.59847686520832e-05,""
4,0.0005888740423591693,0.0002143326231507524,0.002088874042359169,0.0002143326231507524,1,0,ok,1,5.440496946809313e-05,nan,5.440496946809313e-05,""
5,0.0005600097879360051,0.0002812474862589563,0.002060009787936005,0.0002812474862589563,1,0,ok,1,5.222324199846652e-05,nan,5.222324199846652e-05,""
6,0.0005235723618187735,0.0003443589595910384,0.002023572361818774,0.0003443589595910384,1,0,ok,1,4.946909036451091e-05,nan,4.946909036451091e-05,""
7,0.0004800545176878929,0.0004028135687368979,0.001980054517687893,0.0004028135687368979,1,0,ok,1,4.61797597423731e-05,nan,4.61797597423731e-05,""
8,0.0004300447597310731,0.0004558208153857772,0.001930044759731073,0.0004558208153857772,1,0,ok,1,4.239973268592434e-05,nan,4.239973268592434e-05,""
9,0.000374219384133746,0.0005026638674598274,0.001874219384133746,0.0005026638674598274,1,0,ok,1,3.818012757652711e-05,nan,3.818012757652711e-05,""
10,0.0003133333333333334,0.0005427092530382482,0.001813333333333333,0.0005427092530382482,1,0,ok,1,3.357800733462145e-05,nan,3.357800733462145e-05,""
11,0.0002482099867178716,0.0005754154269783051,0.001748209986717872,0.0005754154269783051,1,0,ok,1,2.865560774161597e-05,nan,2.865560774161597e-05,""
12,0.0001797300258322833,0.000600340094384373,0.001679730025832283,0.000600340094384373,1,0,ok,1,2.347949580770899e-05,nan,2.347949580770899e-05,""
13,0.0001088195246712764,0.0006171461918876504,0.001608819524671277,0.0006171461918876504,1,0,ok,1,1.811966956727015e-05,nan,1.811966956727015e-05,""
14,3.643742611723142e-05,0.0006256064458499947,0.001536437426117231,0.0006256064458499947,1,0,ok,1,1.26486114755053e-05,nan,1.26486114755053e-05,""
15,-3.643742611723148e-05,0.0006256064458499947,0.001463562573882769,0.0006256064458499947,1,0,ok,1,7.140308207594526e-06,nan,7.140308207594526e-06,""
16,-0.0001088195246712762,0.0006171461918876504,0.001391180475328724,0.0006171461918876504,1,0,ok,1,1.669250115829673e-06,nan,1.669250115829673e-06,""
17,-0.0001797300258322832,0.000600340094384373,0.001320269974167717,0.000600340094384373,1,0,ok,1,-3.690576124609161e-06,nan,-3.690576124609161e-06,"t_negative_used"
18,-0.0002482099867178716,0.0005754154269783051,0.001251790013282128,0.0005754154269783051,1,0,ok,1,-8.866688058516148e-06,nan,-8.866688058516148e-06,"t_negative_used"
19,-0.0003133333333333332,0.0005427092530382483,0.001186666666666667,0.0005427092530382483,1,0,ok,1,-1.37890876515214e-05,nan,-1.37890876515214e-05,"t_negative_used"
20,-0.0003742193841337459,0.0005026638674598276,0.001125780615866254,0.0005026638674598276,1,0,ok,1,-1.839120789342706e-05,nan,-1.839120789342706e-05,"t_negative_used"
21,-0.000430044759731073,0.0004558208153857772,0.001069955240268927,0.0004558208153857772,1,0,ok,1,-2.261081300282452e-05,nan,-2.261081300282452e-05,"t_negative_used"
22,-0.000480054517687893,0.0004028135687368979,0.001019945482312107,0.0004028135687368979,1,0,ok,1,-2.63908400592735e-05,nan,-2.63908400592735e-05,"t_negative_used"
23,-0.0005235723618187733,0.0003443589595910386,0.0009764276381812267,0.0003443589595910386,1,0,ok,1,-2.968017068141109e-05,nan,-2.968017068141109e-05,"t_negative_used"
24,-0.0005600097879360049,0.0002812474862589564,0.0009399902120639951,0.0002812474862589564,1,0,ok,1,-3.243432231536648e-05,nan,-3.243432231536648e-05,"t_negative_used"
25,-0.0005888740423591692,0.0002143326231507525,0.0009111259576408308,0.0002143326231507525,1,0,ok,1,-3.461604978499352e-05,nan,-3.461604978499352e-05,"t_negative_used"
26,-0.0006097747855633562,0.0001445192789985959,0.0008902252144366438,0.0001445192789985959,1,0,ok,1,-3.619584896898337e-05,nan,-3.619584896898337e-05,"t_negative_used"
27,-0.0006224293708516176,7.275155951847742e-05,0.0008775706291483824,7.275155951847742e-05,1,0,ok,1,-3.715235579349291e-05,nan,-3.715235579349291e-05,"t_negative_used"
28,-0.0006266666666666666,7.674453274656746e-20,0.0008733333333333334,7.674453274656746e-20,1,0,ok,1,-3.747263514459272e-05,nan,-3.747263514459272e-05,"t_negative_used"
29,-0.0006224293708516176,-7.275155951847754e-05,0.0008775706291483824,-7.275155951847754e-05,1,0,ok,1,-3.715235579349291e-05,nan,-3.715235579349291e-05,"t_negative_used"
30,-0.0006097747855633563,-0.0001445192789985958,0.0008902252144366437,-0.0001445192789985958,1,0,ok,1,-3.619584896898337e-05,nan,-3.619584896898337e-05,"t_negative_used"
31,-0.0005888740423591693,-0.0002143326231507521,0.0009111259576408307,-0.0002143326231507521,1,0,ok,1,-3.461604978499352e-05,nan,-3.461604978499352e-05,"t_negative_used"
32,-0.0005600097879360051,-0.0002812474862589563,0.000939990212063995,-0.0002812474862589563,1,0,ok,1,-3.243432231536648e-05,nan,-3.243432231536648e-05,"t_negative_used"
33,-0.0005235723618187735,-0.0003443589595910384,0.0009764276381812265,-0.0003443589595910384,1,0,ok,1,-2.968017068141109e-05,nan,-2.968017068141109e-05,"t_negative_used"
34,-0.0004800545176878929,-0.0004028135687368979,0.001019945482312107,-0.0004028135687368979,1,0,ok,1,-2.63908400592735e-05,nan,-2.63908400592735e-05,"t_negative_used"
35,-0.0004300447597310731,-0.0004558208153857771,0.001069955240268927,-0.0004558208153857771,1,0,ok,1,-2.261081300282452e-05,nan,-2.261081300282452e-05,"t_negative_used"
36,-0.000374219384133746,-0.0005026638674598274,0.001125780615866254,-0.0005026638674598274,1,0,ok,1,-1.839120789342706e-05,nan,-1.839120789342706e-05,"t_negative_used"
37,-0.0003133333333333336,-0.0005427092530382481,0.001186666666666666,-0.0005427092530382481,1,0,ok,1,-1.37890876515214e-05,nan,-1.37890876515214e-05,"t_negative_used"
38,-0.0002482099867178716,-0.0005754154269783051,0.001251790013282128,-0.0005754154269783051,1,0,ok,1,-8.866688058516148e-06,nan,-8.866688058516148e-06,"t_negative_used"
39,-0.0001797300258322835,-0.0006003400943843729,0.001320269974167717,-0.0006003400943843729,1,0,ok,1,-3.690576124609161e-06,nan,-3.690576124609161e-06,"t_negative_used"
40,-0.0001088195246712763,-0.0006171461918876504,0.001391180475328724,-0.0006171461918876504,1,0,ok,1,1.669250115829673e-06,nan,1.669250115829673e-06,""
41,-3.643742611723177e-05,-0.0006256064458499947,0.001463562573882768,-0.0006256064458499947,1,0,ok,1,7.140308207594526e-06,nan,7.140308207594526e-06,""
42,3.643742611723099e-05,-0.0006256064458499947,0.001536437426117231,-0.0006256064458499947,1,0,ok,1,1.26486114755053e-05,nan,1.26486114755053e-05,""
43,0.0001088195246712767,-0.0006171461918876504,0.001608819524671277,-0.0006171461918876504,1,0,ok,1,1.811966956727015e-05,nan,1.811966956727015e-05,""
44,0.0001797300258322833,-0.000600340094384373,0.001679730025832283,-0.000600340094384373,1,0,ok,1,2.347949580770899e-05,nan,2.347949580770899e-05,""
45,0.0002482099867178714,-0.0005754154269783052,0.001748209986717871,-0.0005754154269783052,1,0,ok,1,2.865560774161597e-05,nan,2.865560774161597e-05,""
46,0.0003133333333333334,-0.0005427092530382482,0.001813333333333333,-0.0005427092530382482,1,0,ok,1,3.357800733462145e-05,nan,3.357800733462145e-05,""
47,0.0003742193841337458,-0.0005026638674598276,0.001874219384133746,-0.0005026638674598276,1,0,ok,1,3.818012757652711e-05,nan,3.818012757652711e-05,""
48,0.0004300447597310731,-0.0004558208153857771,0.001930044759731073,-0.0004558208153857771,1,0,ok,1,4.239973268592434e-05,nan,4.239973268592434e-05,""
49,0.0004800545176878927,-0.0004028135687368981,0.001980054517687893,-0.0004028135687368981,1,0,ok,1,4.61797597423731e-05,nan,4.61797597423731e-05,""
50,0.0005235723618187732,-0.0003443589595910389,0.002023572361818773,-0.0003443589595910389,1,0,ok,1,4.946909036451091e-05,nan,4.946909036451091e-05,""
51,0.0005600097879360049,-0.0002812474862589565,0.002060009787936005,-0.0002812474862589565,1,0,ok,1,5.222324199846652e-05,nan,5.222324199846652e-05,""
52,0.0005888740423591691,-0.0002143326231507528,0.002088874042359169,-0.0002143326231507528,1,0,ok,1,5.440496946809356e-05,nan,5.440496946809356e-05,""
53,0.0006097747855633563,-0.0001445192789985955,0.002109774785563357,-0.0001445192789985955,1,0,ok,1,5.59847686520832e-05,nan,5.59847686520832e-05,""
54,0.0006224293708516176,-7.275155951847748e-05,0.002122429370851618,-7.275155951847748e-05,1,0,ok,1,5.694127547659295e-05,nan,5.694127547659295e-05,""
55,0.001253333333333333,0,0.002753333333333333,0,1,0,ok,1,0.0001343120293384845,nan,0.0001343120293384845,""
56,0.001244858741703235,0.0001455031190369552,0.002744858741703235,0.0001455031190369552,1,0,ok,1,0.0001336714706362853,nan,0.0001336714706362853,""
57,0.001219549571126712,0.0002890385579971917,0.002719549571126713,0.0002890385579971917,1,0,ok,1,0.0001317584569872662,nan,0.0001317584569872662,""
58,0.001177748084718339,0.0004286652463015047,0.002677748084718339,0.0004286652463015047,1,0,ok,1,0.0001285988586192861,nan,0.0001285988586192861,""
59,0.00112001957587201,0.0005624949725179125,0.00262001957587201,0.0005624949725179125,1,0,ok,1,0.0001242354036800324,nan,0.0001242354036800324,""
60,0.001047144723637547,0.0006887179191820768,0.002547144723637547,0.0006887179191820768,1,0,ok,1,0.0001187271004121212,nan,0.0001187271004121212,""
61,0.0009601090353757857,0.0008056271374737959,0.002460109035375786,0.0008056271374737959,1,0,ok,1,0.000112148439167846,nan,0.000112148439167846,""
62,0.0008600895194621461,0.0009116416307715544,0.002360089519462146,0.0009116416307715544,1,0,ok,1,0.0001045883850549481,nan,0.0001045883850549481,""
63,0.000748438768267492,0.001005327734919655,0.002248438768267492,0.001005327734919655,1,0,ok,1,9.614917483615317e-05,nan,9.614917483615317e-05,""
64,0.0006266666666666668,0.001085418506076496,0.002126666666666667,0.001085418506076496,1,0,ok,1,8.694493435234185e-05,nan,8.694493435234185e-05,""
65,0.0004964199734357433,0.00115083085395661,0.001996419973435743,0.00115083085395661,1,0,ok,1,7.71001351663309e-05,nan,7.71001351663309e-05,""
66,0.0003594600516645665,0.001200680188768746,0.001859460051664567,0.001200680188768746,1,0,ok,1,6.674791129851736e-05,nan,6.674791129851736e-05,""
67,0.0002176390493425528,0.001234292383775301,0.001717639049342553,0.001234292383775301,1,0,ok,1,5.602825881763926e-05,nan,5.602825881763926e-05,""
68,7.287485223446284e-05,0.001251212891699989,0.001572874852234463,0.001251212891699989,1,0,ok,1,4.508614263411042e-05,nan,4.508614263411042e-05,""
69,-7.287485223446297e-05,0.001251212891699989,0.001427125147765537,0.001251212891699989,1,0,ok,1,3.406953609828844e-05,nan,3.406953609828844e-05,""
70,-0.0002176390493425524,0.001234292383775301,0.001282360950657448,0.001234292383775301,1,0,ok,1,2.312741991475917e-05,nan,2.312741991475917e-05,""
71,-0.0003594600516645664,0.001200680188768746,0.001140539948335434,0.001200680188768746,1,0,ok,1,1.24077674338815e-05,nan,1.24077674338815e-05,""
72,-0.0004964199734357432,0.00115083085395661,0.001003580026564257,0.00115083085395661,1,0,ok,1,2.05554356606753e-06,nan,2.05554356606753e-06,""
73,-0.0006266666666666663,0.001085418506076497,0.0008733333333333337,0.001085418506076497,1,0,ok,1,-7.789255619943414e-06,nan,-7.789255619943414e-06,"t_negative_used"
74,-0.0007484387682674918,0.001005327734919655,0.0007515612317325083,0.001005327734919655,1,0,ok,1,-1.699349610375473e-05,nan,-1.699349610375473e-05,"t_negative_used"
75,-0.0008600895194621459,0.0009116416307715545,0.0006399104805378541,0.0009116416307715545,1,0,ok,1,-2.543270632254942e-05,nan,-2.543270632254942e-05,"t_negative_used"
76,-0.0009601090353757861,0.0008056271374737958,0.000539890964624214,0.0008056271374737958,1,0,ok,1,-3.299276043544738e-05,nan,-3.299276043544738e-05,"t_negative_used"
77,-0.001047144723637547,0.0006887179191820772,0.0004528552763624534,0.0006887179191820772,1,0,ok,1,-3.957142167972257e-05,nan,-3.957142167972257e-05,"t_negative_used"
78,-0.00112001957587201,0.0005624949725179127,0.0003799804241279901,0.0005624949725179127,1,0,ok,1,-4.507972494763356e-05,nan,-4.507972494763356e-05,"t_negative_used"
79,-0.001177748084718338,0.000428665246301505,0.0003222519152816616,0.000428665246301505,1,0,ok,1,-4.944317988688743e-05,nan,-4.944317988688743e-05,"t_negative_used"
80,-0.001219549571126712,0.0002890385579971919,0.0002804504288732876,0.0002890385579971919,1,0,ok,1,-5.260277825486735e-05,nan,-5.260277825486735e-05,"t_negative_used"
81,-0.001244858741703235,0.0001455031190369548,0.0002551412582967648,0.0001455031190369548,1,0,ok,1,-5.451579190388642e-05,nan,-5.451579190388642e-05,"t_negative_used"
82,-0.001253333333333333,1.534890654931349e-19,0.0002466666666666667,1.534890654931349e-19,1,0,ok,1,-5.515635060608583e-05,nan,-5.515635060608583e-05,"t_negative_used"
83,-0.001244858741703235,-0.0001455031190369551,0.0002551412582967648,-0.0001455031190369551,1,0,ok,1,-5.451579190388642e-05,nan,-5.451579190388642e-05,"t_negative_used"
84,-0.001219549571126713,-0.0002890385579971916,0.0002804504288732874,-0.0002890385579971916,1,0,ok,1,-5.260277825486735e-05,nan,-5.260277825486735e-05,"t_negative_used"
85,-0.001177748084718339,-0.0004286652463015042,0.0003222519152816614,-0.0004286652463015042,1,0,ok,1,-4.944317988688743e-05,nan,-4.944317988688743e-05,"t_negative_used"
86,-0.00112001957587201,-0.0005624949725179125,0.0003799804241279899,-0.0005624949725179125,1,0,ok,1,-4.507972494763356e-05,nan,-4.507972494763356e-05,"t_negative_used"
87,-0.001047144723637547,-0.0006887179191820768,0.0004528552763624529,-0.0006887179191820768,1,0,ok,1,-3.957142167972257e-05,nan,-3.957142167972257e-05,"t_negative_used"
88,-0.0009601090353757857,-0.0008056271374737959,0.0005398909646242143,-0.0008056271374737959,1,0,ok,1,-3.299276043544738e-05,nan,-3.299276043544738e-05,"t_negative_used"
89,-0.0008600895194621461,-0.0009116416307715543,0.0006399104805378539,-0.0009116416307715543,1,0,ok,1,-2.543270632254942e-05,nan,-2.543270632254942e-05,"t_negative_used"
90,-0.000748438768267492,-0.001005327734919655,0.0007515612317325081,-0.001005327734919655,1,0,ok,1,-1.699349610375473e-05,nan,-1.699349610375473e-05,"t_negative_used"
91,-0.0006266666666666672,-0.001085418506076496,0.0008733333333333328,-0.001085418506076496,1,0,ok,1,-7.789255619943414e-06,nan,-7.789255619943414e-06,"t_negative_used"
92,-0.0004964199734357433,-0.00115083085395661,0.001003580026564257,-0.00115083085395661,1,0,ok,1,2.05554356606753e-06,nan,2.05554356606753e-06,""
93,-0.0003594600516645669,-0.001200680188768746,0.001140539948335433,-0.001200680188768746,1,0,ok,1,1.24077674338815e-05,nan,1.24077674338815e-05,""
94,-0.0002176390493425527,-0.001234292383775301,0.001282360950657447,-0.001234292383775301,1,0,ok,1,2.312741991475917e-05,nan,2.312741991475917e-05,""
95,-7.287485223446355e-05,-0.001251212891699989,0.001427125147765537,-0.001251212891699989,1,0,ok,1,3.406953609828801e-05,nan,3.406953609828801e-05,""
96,7.287485223446198e-05,-0.001251212891699989,0.001572874852234462,-0.001251212891699989,1,0,ok,1,4.508614263411042e-05,nan,4.508614263411042e-05,""
97,0.0002176390493425533,-0.001234292383775301,0.001717639049342553,-0.001234292383775301,1,0,ok,1,5.60282588176397e-05,nan,5.60282588176397e-05,""
98,0.0003594600516645665,-0.001200680188768746,0.001859460051664567,-0.001200680188768746,1,0,ok,1,6.674791129851736e-05,nan,6.674791129851736e-05,""
99,0.0004964199734357428,-0.00115083085395661,0.001996419973435743,-0.00115083085395661,1,0,ok,1,7.71001351663309e-05,nan,7.71001351663309e-05,""
100,0.0006266666666666668,-0.001085418506076496,0.002126666666666667,-0.001085418506076496,1,0,ok,1,8.694493435234185e-05,nan,8.694493435234185e-05,""
101,0.0007484387682674915,-0.001005327734919655,0.002248438768267491,-0.001005327734919655,1,0,ok,1,9.614917483615317e-05,nan,9.614917483615317e-05,""
102,0.0008600895194621462,-0.0009116416307715543,0.002360089519462146,-0.0009116416307715543,1,0,ok,1,0.0001045883850549481,nan,0.0001045883850549481,""
103,0.0009601090353757854,-0.0008056271374737963,0.002460109035375785,-0.0008056271374737963,1,0,ok,1,0.000112148439167846,nan,0.000112148439167846,""
104,0.001047144723637546,-0.0006887179191820777,0.002547144723637546,-0.0006887179191820777,1,0,ok,1,0.0001187271004121212,nan,0.0001187271004121212,""
105,0.00112001957587201,-0.000562494972517913,0.00262001957587201,-0.000562494972517913,1,0,ok,1,0.0001242354036800324,nan,0.0001242354036800324,""
106,0.001177748084718338,-0.0004286652463015057,0.002677748084718338,-0.0004286652463015057,1,0,ok,1,0.0001285988586192861,nan,0.0001285988586192861,""
107,0.001219549571126713,-0.0002890385579971909,0.002719549571126713,-0.0002890385579971909,1,0,ok,1,0.0001317584569872662,nan,0.0001317584569872662,""
108,0.001244858741703235,-0.000145503119036955,0.002744858741703235,-0.000145503119036955,1,0,ok,1,0.0001336714706362853,nan,0.0001336714706362853,""
109,0.00188,0,0.00338,0,1,0,ok,1,0.000231151423532376,nan,0.000231151423532376,""
110,0.001867288112554853,0.0002182546785554328,0.003367288112554853,0.0002182546785554328,1,0,ok,1,0.000230190585479077,nan,0.000230190585479077,""
111,0.001829324356690069,0.0004335578369957875,0.003329324356690069,0.0004335578369957875,1,0,ok,1,0.0002273210650055482,nan,0.0002273210650055482,""
112,0.001766622127077508,0.0006429978694522571,0.003266622127077508,0.0006429978694522571,1,0,ok,1,0.0002225816674535784,nan,0.0002225816674535784,""
113,0.001680029363808015,0.0008437424587768689,0.003180029363808015,0.0008437424587768689,1,0,ok,1,0.0002160364850446977,nan,0.0002160364850446977,""
114,0.001570717085456321,0.001033076878773115,0.003070717085456321,0.001033076878773115,1,0,ok,1,0.0002077740301428314,nan,0.0002077740301428314,""
115,0.001440163553063679,0.001208440706210694,0.002940163553063679,0.001208440706210694,1,0,ok,1,0.0001979060382764184,nan,0.0001979060382764184,""
116,0.001290134279193219,0.001367462446157332,0.002790134279193219,0.001367462446157332,1,0,ok,1,0.0001865659571070716,nan,0.0001865659571070716,""
117,0.001122658152401238,0.001507991602379482,0.002622658152401238,0.001507991602379482,1,0,ok,1,0.0001739071417788795,nan,0.0001739071417788795,""
118,0.0009400000000000002,0.001628127759114744,0.00244,0.001628127759114744,1,0,ok,1,0.0001601007810531621,nan,0.0001601007810531621,""
119,0.0007446299601536149,0.001726246280934915,0.002244629960153615,0.001726246280934915,1,0,ok,1,0.0001453335822741461,nan,0.0001453335822741461,""
120,0.0005391900774968498,0.001801020283153119,0.00203919007749685,0.001801020283153119,1,0,ok,1,0.0001298052464724251,nan,0.0001298052464724251,""
121,0.0003264585740138292,0.001851438575662951,0.001826458574013829,0.001851438575662951,1,0,ok,1,0.0001137257677511086,nan,0.0001137257677511086,""
122,0.0001093122783516943,0.001876819337549984,0.001609312278351694,0.001876819337549984,1,0,ok,1,9.731259347581494e-05,nan,9.731259347581494e-05,""
123,-0.0001093122783516944,0.001876819337549984,0.001390687721648306,0.001876819337549984,1,0,ok,1,8.078768367208175e-05,nan,8.078768367208175e-05,""
124,-0.0003264585740138286,0.001851438575662951,0.001173541425986171,0.001851438575662951,1,0,ok,1,6.437450939678806e-05,nan,6.437450939678806e-05,""
125,-0.0005391900774968496,0.001801020283153119,0.0009608099225031504,0.001801020283153119,1,0,ok,1,4.829503067547113e-05,nan,4.829503067547113e-05,""
126,-0.0007446299601536147,0.001726246280934915,0.0007553700398463853,0.001726246280934915,1,0,ok,1,3.27666948737506e-05,nan,3.27666948737506e-05,""
127,-0.0009399999999999995,0.001628127759114745,0.0005600000000000005,0.001628127759114745,1,0,ok,1,1.799949609473418e-05,nan,1.799949609473418e-05,""
128,-0.001122658152401238,0.001507991602379483,0.0003773418475987624,0.001507991602379483,1,0,ok,1,4.193135369017203e-06,nan,4.193135369017203e-06,""
129,-0.001290134279193219,0.001367462446157332,0.0002098657208067811,0.001367462446157332,1,0,ok,1,-8.465679959174938e-06,nan,-8.465679959174938e-06,"t_negative_used"
130,-0.001440163553063679,0.001208440706210694,5.983644693632103e-05,0.001208440706210694,1,0,ok,1,-1.980576112852188e-05,nan,-1.980576112852188e-05,"t_negative_used"
131,-0.00157071708545632,0.001033076878773116,-7.071708545632006e-05,0.001033076878773116,1,0,ok,1,-2.967375299493466e-05,nan,-2.967375299493466e-05,"t_negative_used"
132,-0.001680029363808015,0.0008437424587768691,-0.0001800293638080147,0.0008437424587768691,1,0,ok,1,-3.793620789680125e-05,nan,-3.793620789680125e-05,"t_negative_used"
133,-0.001766622127077508,0.0006429978694522574,-0.0002666221270775076,0.0006429978694522574,1,0,ok,1,-4.448139030568195e-05,nan,-4.448139030568195e-05,"t_negative_used"
134,-0.001829324356690069,0.0004335578369957878,-0.0003293243566900687,0.0004335578369957878,1,0,ok,1,-4.922078785765172e-05,nan,-4.922078785765172e-05,"t_negative_used"
135,-0.001867288112554853,0.0002182546785554322,-0.0003672881125548527,0.0002182546785554322,1,0,ok,1,-5.209030833118054e-05,nan,-5.209030833118054e-05,"t_negative_used"
136,-0.00188,2.302335982397024e-19,-0.0003799999999999999,2.302335982397024e-19,1,0,ok,1,-5.305114638447955e-05,nan,-5.305114638447955e-05,"t_negative_used"
137,-0.001867288112554853,-0.0002182546785554326,-0.0003672881125548527,-0.0002182546785554326,1,0,ok,1,-5.209030833118054e-05,nan,-5.209030833118054e-05,"t_negative_used"
138,-0.001829324356690069,-0.0004335578369957873,-0.000329324356690069,-0.0004335578369957873,1,0,ok,1,-4.922078785765172e-05,nan,-4.922078785765172e-05,"t_negative_used"
139,-0.001766622127077508,-0.0006429978694522563,-0.000266622127077508,-0.0006429978694522563,1,0,ok,1,-4.448139030568195e-05,nan,-4.448139030568195e-05,"t_negative_used"
140,-0.001680029363808015,-0.0008437424587768688,-0.0001800293638080149,-0.0008437424587768688,1,0,ok,1,-3.793620789680125e-05,nan,-3.793620789680125e-05,"t_negative_used"
141,-0.001570717085456321,-0.001033076878773115,-7.071708545632049e-05,-0.001033076878773115,1,0,ok,1,-2.967375299493466e-05,nan,-2.967375299493466e-05,"t_negative_used"
142,-0.001440163553063679,-0.001208440706210694,5.983644693632146e-05,-0.001208440706210694,1,0,ok,1,-1.980576112852188e-05,nan,-1.980576112852188e-05,"t_negative_used"
143,-0.001290134279193219,-0.001367462446157331,0.0002098657208067809,-0.001367462446157331,1,0,ok,1,-8.465679959174938e-06,nan,-8.465679959174938e-06,"t_negative_used"
144,-0.001122658152401238,-0.001507991602379482,0.000377341847598762,-0.001507991602379482,1,0,ok,1,4.193135369017203e-06,nan,4.193135369017203e-06,""
145,-0.0009400000000000008,-0.001628127759114744,0.0005599999999999992,-0.001628127759114744,1,0,ok,1,1.799949609473418e-05,nan,1.799949609473418e-05,""
146,-0.0007446299601536148,-0.001726246280934915,0.0007553700398463852,-0.001726246280934915,1,0,ok,1,3.27666948737506e-05,nan,3.27666948737506e-05,""
147,-0.0005391900774968505,-0.001801020283153119,0.0009608099225031496,-0.001801020283153119,1,0,ok,1,4.829503067547113e-05,nan,4.829503067547113e-05,""
148,-0.000326458574013829,-0.001851438575662951,0.001173541425986171,-0.001851438575662951,1,0,ok,1,6.437450939678806e-05,nan,6.437450939678806e-05,""
149,-0.0001093122783516953,-0.001876819337549984,0.001390687721648305,-0.001876819337549984,1,0,ok,1,8.078768367208175e-05,nan,8.078768367208175e-05,""
150,0.000109312278351693,-0.001876819337549984,0.001609312278351693,-0.001876819337549984,1,0,ok,1,9.731259347581451e-05,nan,9.731259347581451e-05,""
151,0.00032645857401383,-0.001851438575662951,0.00182645857401383,-0.001851438575662951,1,0,ok,1,0.0001137257677511086,nan,0.0001137257677511086,""
152,0.0005391900774968498,-0.001801020283153119,0.00203919007749685,-0.001801020283153119,1,0,ok,1,0.0001298052464724251,nan,0.0001298052464724251,""
153,0.0007446299601536142,-0.001726246280934915,0.002244629960153614,-0.001726246280934915,1,0,ok,1,0.0001453335822741457,nan,0.0001453335822741457,""
154,0.0009400000000000002,-0.001628127759114744,0.00244,-0.001628127759114744,1,0,ok,1,0.0001601007810531621,nan,0.0001601007810531621,""
155,0.001122658152401237,-0.001507991602379483,0.002622658152401237,-0.001507991602379483,1,0,ok,1,0.0001739071417788795,nan,0.0001739071417788795,""
156,0.001290134279193219,-0.001367462446157331,0.002790134279193219,-0.001367462446157331,1,0,ok,1,0.0001865659571070712,nan,0.0001865659571070712,""
157,0.001440163553063678,-0.001208440706210694,0.002940163553063678,-0.001208440706210694,1,0,ok,1,0.0001979060382764184,nan,0.0001979060382764184,""
